nome,sku,preco_atual,preco_original,estoque,marca,categorias,descricao,imagens,url
Cróton Petra,PD122136,31.65,189.9,Disponível,Planta Delivery,,"Tamanho aproximado: 0,30 a 0,60 m O cróton é uma planta arbustiva de folhagem muito exuberante. Ele apresenta caule de textura semi-lenhosa a lenhosa e seiva leitosa tóxica. Suas folhas são coriáceas e brilhantes e podem ser afiladas, lobadas, ovaladas ou retorcidas, de tamanhos variados. No entanto o que mais chama a atenção nesta planta é o colorido de suas folhas, que se mostram mescladas de vermelho, roxo, rosa, branco, amarelo, verde ou laranja, nas mais variadas combinações. As manchas coloridas podem ser simplesmente pintalgadas, ou cobrirem as bordas, o centro e as nervuras das folhas. O porte do cróton pode alcançar 2-3 metros de altura. As flores têm pouca importância ornamental. As variedades são muitas, e as mais conhecidas são a ‘Spirale’, a ‘Andreanum’, a ‘Majesticum’, a ‘Aureo-maculatum’, a ‘Sanderi’, a ‘Angustissimum’, a ‘Aucubifolium’, a ‘Interruptum’ e a ‘Weismannii’. A escolha da variedade vai depender do gosto do cliente e das qualidades paisagísticas de cada uma. Os crótons se prestam para utilização como planta isolada, ganhando grande destaque, ou na forma de cercas-vivas, que devem ter um aspecto natural, sem podas geométricas. Em composições com outras plantas também é excelente devido ao belo contraste que sua folhagem proporciona. Pode ser cultivada em interiores, desde que receba muita luz e umidade, não se adaptando ao ar-condicionado. Devem ser cultivados sob sol pleno ou sombra-parcial em solo. NOME CIENTÍFICO Coadiaeum variegatum NOMES POPULARES Cróton Var. Petra FAMÍLIA Euphorbiaceae CLIMA Subtropical, Tropical ORIGEM Ásia ALTURA Pode chegar a 3 metros. LUMINOSIDADE Meia Sombra, Sol pleno. CICLO DE VIDA Perene. Imagem Ilustrativa: A planta segue com vaso simples ou torrão. Instruções Básicas: Caro cliente, assim que receber seu produto, retire-o da embalagem e o coloque em seu lugar definitivo de plantio, lembrando sempre que o mesmo deverá ter o dobro do tamanho do torrão da planta para que haja espaço para colocar substrato adicion",https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/139839139/3ddbfc8897.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/139839139/9972738986.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/139837406/39abafc0f4.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138624232/5b0432361c.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138610697/02e435c013.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138610562/a50f543a5e.jpg,https://www.plantadelivery.com.br/croton-americana
Cróton Brasileirinho,PD122131,189.9,54.9,Disponível,Planta Delivery,,"Tamanho aproximado: 0,20 a 0,40 m O cróton é uma planta arbustiva de folhagem muito exuberante. Ele apresenta caule de textura semi-lenhosa a lenhosa e seiva leitosa tóxica. Suas folhas são coriáceas e brilhantes e podem ser afiladas, lobadas, ovaladas ou retorcidas, de tamanhos variados. No entanto o que mais chama a atenção nesta planta é o colorido de suas folhas, que se mostram mescladas de vermelho, roxo, rosa, branco, amarelo, verde ou laranja, nas mais variadas combinações. As manchas coloridas podem ser simplesmente pintalgadas, ou cobrirem as bordas, o centro e as nervuras das folhas. O porte do cróton pode alcançar 2-3 metros de altura. As flores têm pouca importância ornamental. As variedades são muitas, e as mais conhecidas são a ‘Spirale’, a ‘Andreanum’, a ‘Majesticum’, a ‘Aureo-maculatum’, a ‘Sanderi’, a ‘Angustissimum’, a ‘Aucubifolium’, a ‘Interruptum’ e a ‘Weismannii’. A escolha da variedade vai depender do gosto do cliente e das qualidades paisagísticas de cada uma. Os crótons se prestam para utilização como planta isolada, ganhando grande destaque, ou na forma de cercas-vivas, que devem ter um aspecto natural, sem podas geométricas. Em composições com outras plantas também é excelente devido ao belo contraste que sua folhagem proporciona. Pode ser cultivada em interiores, desde que receba muita luz e umidade, não se adaptando ao ar-condicionado. Devem ser cultivados sob sol pleno ou sombra-parcial em solo fértil, leve e enriquecido com matéria orgânica, com regas regulares. Tipicamente tropical, o cróton não é tolerante ao frio e às geadas. Multiplica-se por estaquia e alporquia. Utilize sempre luvas para manipular esta planta, pois sua seiva pode provocar irritações na pele. NOME CIENTÍFICO Codiaeum variegatum NOMES POPULARES Cróton, Folha-imperial, Louro-variegado FAMÍLIA Euphorbiaceae CLIMA Equatorial, Subtropical, Tropical ORIGEM Ásia. ALTURA Pode chegar a 3 metros. LUMINOSIDADE Meia Sombra, Sol pleno. CICLO DE VIDA Perene. Imagem Ilustrativa:",https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/139837406/39abafc0f4.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/139837406/2ff8275a58.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/139839139/3ddbfc8897.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138624232/5b0432361c.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138610697/02e435c013.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138610562/a50f543a5e.jpg,https://www.plantadelivery.com.br/croton-brasileirinho
Cróton Canarinho,PD0922171,79.9,119.9,Disponível,Planta Delivery,,"NOME CIENTÍFICO Codiaeum variegatum; NOMES POPULARES Cróton, Folha-imperial, Louro-variegado. FAMÍLIA Euphorbiaceae. CLIMA Equatorial, Subtropical, Tropical. ORIGEM Ásia. Imagem Ilustrativa: A planta segue com vaso simples ou torrão. Instruções Básicas Caro cliente, assim que receber seu produto, retire-o da embalagem e o coloque em seu lugar definitivo de plantio, lembrando sempre que o mesmo deverá ter o dobro do tamanho do torrão da planta para que haja espaço para colocar substrato adicional para um melhor desenvolvimento e não esqueça de ler atentamente as informações de sua planta para um melhor cuidado.",https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138624232/5b0432361c.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/139837406/39abafc0f4.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/139839139/3ddbfc8897.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138610697/02e435c013.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138610562/a50f543a5e.jpg,https://www.plantadelivery.com.br/croton-canarinho
Cróton Híbrido,PD0922139,54.9,89.9,Disponível,Planta Delivery,,"NOME CIENTÍFICO Codiaeum variegatum; NOMES POPULARES Cróton, Folha-imperial, Louro-variegado. FAMÍLIA Euphorbiaceae. CLIMA Equatorial, Subtropical, Tropical. ORIGEM Ásia. Imagem Ilustrativa: A planta segue com vaso simples ou torrão. Instruções Básicas Caro cliente, assim que receber seu produto, retire-o da embalagem e o coloque em seu lugar definitivo de plantio, lembrando sempre que o mesmo deverá ter o dobro do tamanho do torrão da planta para que haja espaço para colocar substrato adicional para um melhor desenvolvimento e não esqueça de ler atentamente as informações de sua planta para um melhor cuidado.",https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138610430/42b699d0d8.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/139837406/39abafc0f4.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/139839139/3ddbfc8897.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138624232/5b0432361c.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138610697/02e435c013.jpg,https://www.plantadelivery.com.br/croton-hibrido
Cróton Parafuso,PD0922140,26.65,159.9,Disponível,Planta Delivery,,"NOME CIENTÍFICO Codiaeum variegatum; NOMES POPULARES Cróton, Folha-imperial, Louro-variegado. FAMÍLIA Euphorbiaceae. CLIMA Equatorial, Subtropical, Tropical. ORIGEM Ásia. Imagem Ilustrativa: A planta segue com vaso simples ou torrão. Instruções Básicas Caro cliente, assim que receber seu produto, retire-o da embalagem e o coloque em seu lugar definitivo de plantio, lembrando sempre que o mesmo deverá ter o dobro do tamanho do torrão da planta para que haja espaço para colocar substrato adicional para um melhor desenvolvimento e não esqueça de ler atentamente as informações de sua planta para um melhor cuidado.",https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138610562/a50f543a5e.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/139837406/39abafc0f4.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/139839139/3ddbfc8897.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138624232/5b0432361c.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138610697/02e435c013.jpg,https://www.plantadelivery.com.br/croton-parafuso
Cróton Samba,PD0922141,54.9,99.9,Disponível,Planta Delivery,,"NOME CIENTÍFICO Codiaeum variegatum; NOMES POPULARES Cróton, Folha-imperial, Louro-variegado. FAMÍLIA Euphorbiaceae. CLIMA Equatorial, Subtropical, Tropical. ORIGEM Ásia. Imagem Ilustrativa: A planta segue com vaso simples ou torrão. Instruções Básicas Caro cliente, assim que receber seu produto, retire-o da embalagem e o coloque em seu lugar definitivo de plantio, lembrando sempre que o mesmo deverá ter o dobro do tamanho do torrão da planta para que haja espaço para colocar substrato adicional para um melhor desenvolvimento e não esqueça de ler atentamente as informações de sua planta para um melhor cuidado.",https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138610697/02e435c013.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/139837406/39abafc0f4.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/139839139/3ddbfc8897.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138624232/5b0432361c.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138610562/a50f543a5e.jpg,https://www.plantadelivery.com.br/croton-samba
Cuféia ou Falsa Érica - Caixa com 15 unidades,PD092289,19.9,39.9,Disponível,Planta Delivery,,"NOME CIENTÍFICO Cuphea gracilis; NOMES POPULARES Cuféia, Cúfea, Falsa-érica. FAMÍLIA Lythraceae. CLIMA Equatorial, Subtropical, Tropical. ORIGEM América do Sul, Brasil. Imagem Ilustrativa: A planta segue com vaso simples ou torrão. Instruções Básicas Caro cliente, assim que receber seu produto, retire-o da embalagem e o coloque em seu lugar definitivo de plantio, lembrando sempre que o mesmo deverá ter o dobro do tamanho do torrão da planta para que haja espaço para colocar substrato adicional para um melhor desenvolvimento e não esqueça de ler atentamente as informações de sua planta para um melhor cuidado.",https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138526329/1e4f4b122d.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138526329/47feb25bd9.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/174033709/146cc62d69.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138609282/03311cb540.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/174064565/55000e72c0.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/174061194/326e1ae25f.jpg,https://www.plantadelivery.com.br/cufeia-ou-falsa-erica
Dama da Noite,PD0922126,89.9,89.9,Disponível,Planta Delivery,,"NOME CIENTÍFICO Cestrum nocturnum; NOMES POPULARES Dama-da-noite, Coerana, Coirana, Flor-da-noite, Jasmim-da-noite, Jasmim-verde, Rainha-da-noite. FAMÍLIA Solonaceae. CLIMA Equatorial, Subtropical, Tropical. ORIGEM América do Norte, Central e do Sul. Imagem Ilustrativa: A planta segue com vaso simples ou torrão. Instruções Básicas Caro cliente, assim que receber seu produto, retire-o da embalagem e o coloque em seu lugar definitivo de plantio, lembrando sempre que o mesmo deverá ter o dobro do tamanho do torrão da planta para que haja espaço para colocar substrato adicional para um melhor desenvolvimento e não esqueça de ler atentamente as informações de sua planta para um melhor cuidado.",https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138564881/18474941de.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138564881/87469f0383.jpg,https://www.plantadelivery.com.br/dama-da-noite
Dinheiro em Penca,PD0922118,89.9,89.9,Disponível,Planta Delivery,,"NOME CIENTÍFICO Callisia repens; NOMES POPULARES Dinheiro-em-penca, Dinheirinho, Mosquitinho, Tostão; FAMÍLIA Commelinaceae. CLIMA Equatorial, Subtropical, Tropical. ORIGEM América Central, América do Sul; Imagem Ilustrativa: A planta segue com vaso simples ou torrão. Instruções Básicas Caro cliente, assim que receber seu produto, retire-o da embalagem e o coloque em seu lugar definitivo de plantio, lembrando sempre que o mesmo deverá ter o dobro do tamanho do torrão da planta para que haja espaço para colocar substrato adicional para um melhor desenvolvimento e não esqueça de ler atentamente as informações de sua planta para um melhor cuidado.",https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138549408/ad144e625c.jpg,https://www.plantadelivery.com.br/dinheiro-em-penca
Dipladênia,PD092211,69.9,69.9,Disponível,Planta Delivery,,"NOME CIENTÍFICO Mandevilla splendens; NOMES POPULARES Dipladênia, Jalapa-do-campo, Jasmim-brasileiro, Mandevila, Tutti-frutti; FAMÍLIA Apocynaceae. CLIMA Equatorial, Oceânico, Subtropical, Tropical. ORIGEM América do Sul, Brasil. Imagem Ilustrativa: A planta segue com vaso simples ou torrão. Instruções Básicas Caro cliente, assim que receber seu produto, retire-o da embalagem e o coloque em seu lugar definitivo de plantio, lembrando sempre que o mesmo deverá ter o dobro do tamanho do torrão da planta para que haja espaço para colocar substrato adicional para um melhor desenvolvimento e não esqueça de ler atentamente as informações de sua planta para um melhor cuidado.",https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138436653/4246ebd157.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138436653/cf6120fe30.jpg,https://www.plantadelivery.com.br/dipladenia
Dracena Arbórea,PD0922155,19.98,119.9,Disponível,Planta Delivery,,"NOME CIENTÍFICO Dracaena arborea; NOMES POPULARES Dracena, Dragoeiro, Pau-d'água, Coqueiro-de-vênus, Dracena-deremenis, Cana-agna, Cana-índia, Tronco-do-brasil, Pau-do-brasil; FAMÍLIA Asparagaceae. CLIMA Equatorial, Mediterrâneo, Oceânico, Subtropical, Temperado, Tropical. ORIGEM África, Madagascar. Imagem Ilustrativa: A planta segue com vaso simples ou torrão. Instruções Básicas Caro cliente, assim que receber seu produto, retire-o da embalagem e o coloque em seu lugar definitivo de plantio, lembrando sempre que o mesmo deverá ter o dobro do tamanho do torrão da planta para que haja espaço para colocar substrato adicional para um melhor desenvolvimento e não esqueça de ler atentamente as informações de sua planta para um melhor cuidado.",https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138615042/b47fcbb443.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138615194/8e21784493.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/135804257/3a4688c1da.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/139831267/c2e3ca5296.jpg,https://www.plantadelivery.com.br/dracena-arborea
Dracena Baby,PD0922157,119.9,73.5,Disponível,Planta Delivery,,"NOME CIENTÍFICO Cordelini terminalis; NOMES POPULARES Dracena-de-madagascar, Dracena; FAMÍLIA Asparagaceae. CLIMA Equatorial, Subtropical, Tropical. ORIGEM África, Madagascar. Imagem Ilustrativa: A planta segue com vaso simples ou torrão. Instruções Básicas Caro cliente, assim que receber seu produto, retire-o da embalagem e o coloque em seu lugar definitivo de plantio, lembrando sempre que o mesmo deverá ter o dobro do tamanho do torrão da planta para que haja espaço para colocar substrato adicional para um melhor desenvolvimento e não esqueça de ler atentamente as informações de sua planta para um melhor cuidado.",https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138615194/8e21784493.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138615042/b47fcbb443.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/135804257/3a4688c1da.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/139831267/c2e3ca5296.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138460466/2c4728f14c.jpg,https://www.plantadelivery.com.br/dracena-baby
Pau D'água - 1m,PD0922131,139.9,159.9,Disponível,Planta Delivery,,"NOME CIENTÍFICO Dracaena fragans; NOMES POPULARES Dracena-fragrans, coqueiro-de-vênus, pau-d’água, dracena-de-vênus; FAMÍLIA Asparagaceae. CLIMA Equatorial, Mediterrâneo, Oceânico, Subtropical, Tropical. ORIGEM África. Imagem Ilustrativa: A planta segue com vaso simples ou torrão. Instruções Básicas Caro cliente, assim que receber seu produto, retire-o da embalagem e o coloque em seu lugar definitivo de plantio, lembrando sempre que o mesmo deverá ter o dobro do tamanho do torrão da planta para que haja espaço para colocar substrato adicional para um melhor desenvolvimento e não esqueça de ler atentamente as informações de sua planta para um melhor cuidado.",https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138580014/pau-d--gua-ugg6wseb15.png | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138580014/pau-d--gua2-hh1fzcfkqp.jpeg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138580014/pau-d--gua-3-ju2ktcx666.jpeg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138580014/pau-d--gua-2-87jrnx6s25.jpeg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138580014/ee913174c1.jpg,https://www.plantadelivery.com.br/dracena-pau-dagua
